,text,label
1079,samaan jelek banget,2
1080,terbaikk,0
1081,bangsat tau hidden feenya ngeselin banget,2
1082,admin second media galau mulu indihomo homie,0
1083,knp deh anjing,1
1084,udah masuk nder jaringan,0
1085,mahal ntar masuk cilegon taun gatau kapannya,0
1086,sumpah gajelas bet,2
1087,indihom lemot bgt nich upgrade,2
1088,hdeh slowrespon bgt ni tugas w kececeran,2
1089,please deh kenapa sih ya ampuuuuun kok suka disconnected sih,2
1090,btw teknisinya gak sih nanya,0
1091,ganti aja kak,1
1092,anjiiiiiiinnnnggggg,2
1093,setann,2
1094,yg nomor sales yg dihubungi ditanya pengen pasang tp bingung cari kontaknya dimana,0
1095,makanya pake,0
1096,lgi bermasalah kah dritadi gabisa trs,1
1097,knp caper bgt jd kek indihm anjg lemot parah,2
1098,kok jelek banget ya,2
1099,data seluler mati semua,1
1100,wifi gue nyala,0
1101,kalo ga kepasang kecewa sih ama jangan narik kabel doang modemnya ga dipasangin,0
1102,ini gabisa dibayar deh,1
1103,anjggg wifi jelek bgt tai,2
1104,aman,0
1105,denger kudu langganan minimal yak bener ga sih,0
1106,lagian ini kenapa mati sih sialaann,2
1107,enya euy merah ngedip kitu lah alus kang,2
1108,g tau semangat kak lancar soalnya,0
1109,tomorrow org yg gak berlangganan wifi,0
1110,apaansi ngelag bat anjeng maen valo,2
1111,semoga besok masi lancar internetan,0
1112,bsk idup w off sosmed hihi on youtube,0
1113,iya hotel kantor nyala,0
1114,tolong kostan ripuh banget jaringannya besok keknya ganti insha allah,0
1115,cepet dr indigo,0
1116,plis mati pas nyepi beso,0
1117,lelet banget sih kerjanya mau registrasi aja udah jam ga follow up dr telkom kalau daerah gw ga gw sentuh ni,2
1118,aaah kesyel di jalan utama udah ada tp blom masuk komplek jaraknya meter terpaksa stuck fm,0
1119,coba ganti wkwk,1
1120,halo terima kasih ketertarikan kamu mohon info lokasi lengkap alamat km via dm dpt langsung kunjungi website home seputar cakupan area tim sales digital thanksdra,0
1121,fakkk ilang pas kuliah,2
1122,ni jgn sampe gue bilang bapuk ya bentar no internet connection mulu elahh,2
1123,min nanya besok bali mati gak,0
1124,apakah besok nyepi ikutan off mesti co oren,0
1125,hi siang kamu dm ya id pelanggan kamu mimin bantu cek lanjut thanksdra,0
1126,udah x seminggu jaringan eror,2
1127,nope soalnya pindah bppt blm dijangkau udah gw cb kontak ya drpd mnc yg gajelas kan i have no option,0
1128,okay thanks ya sudah normal sore,0
1129,halo admin internet gangguan kah trims,0
1130,terima kasih min,0
1131,mimin respon dm ya trimsfdl,0
1132,iya nomor custom services gak terdaftar,1
1133,min lemot kali malem beruturt gini terus lg min,1
1134,lumayan membaik ping ms ms terima kasih supportnya,0
1135,koneksi game ga stabil min lag download google drive lamban blm normal,2
1136,semangat bang udah siang nih kerjaan,0
1137,iya udh normal sih min thanks,0
1138,aduh sist relate banget komenmu tiap dibikin susah,0
1139,ini mah issue udah november lalu connect server internasional aja pake vpn biar ping nya stabil,1
1140,ni drama astagfirullah,2
1141,dibayar lampu los nyala,0
1142,gils seharian down kompensasi gak,2
1143,hahahaha kaya gini ekspansi dm customer aja dicuekin,1
1144,asli bgt,1
1145,id pelanggan malam kek gini,1
1146,oke,1
1147,hahaha bro udah dm telp tetep aja ga direspon teknisi udah janji dateng ga dateng,2
1148,ajsjsksksush tolong donggg lemot bgt,2
1149,internet layanan nya sama parah,0
1150,halo internet mati nih buat kerja ini,2
1151,di up kayanya ga ngaruh juga udah dm keluhin gangguan ga dinotice,2
1152,ga sadar lemot parah ekspansi,2
1153,wkwkwk kasian dr pagi,2
1154,situasi manggis pm koneksi membaik,0
1155,jaringannya jelek banget,2
1156,internet o nihh,1
1157,internet lemot hey cek dm,2
1158,nyala nya woeeee,0
1159,tolong lahhh gini mulu ya dari siang nonton youtube aja buffering,2
1160,mohon info gangguan saat dapet speed thx,0
1161,internet gangguan,2
1162,hai informasikan senin maret terindikasi gangguan perangk,0
1163,halo cek dm,0
1164,min update kendalanya knp dr kira normal lagi ya pas senin byk meeting yowloo,1
1165,kakkkk kenapa lemottttt,2
1166,tolong yaaaa interview magang skype mati internetnya,2
1167,boleh diinfo internet down sampe kapankah,2
1168,cek dm min,1
1169,tlg udah nih internet mati nomor pelanggan telp cust service sulit dicoba pagi wfh butuh internet up sla lama aja x jam thanks,0
1170,halo prosedur upgrade internet gimana ya paket pakai skarang paket mana,0
1171,cek dm urgenttt,0
1172,mantabs min udah bayar dikacangin doang ggwp,0
1173,sore tolong cek dm min,0
1174,sedih,2
1175,wah gak pemberitahuan nih pantes selow dr pagi kyknya ya,2
1176,ini kalo keluarga gue yg masuk kamar bikin salah paham bisanya buffering scene kyk gini loo,1
1177,cek dm dong lg ganggua n kah,1
1178,cek dm mint,1
1179,maty sih aku gabisa keja lohhhhh,2
1180,halo min cek dm saya,1
1181,gangguan daerah pontianak,2
1182,saya terima,1
1183,latency tinggal vrindavan,1
1184,pekayon jaya bekasi kah sejak pagi koneksinya jelek,1
1185,gue nge dm jg gak direspon gangguan yah lemot nih,1
1186,udh dm min dgn,1
1187,cek dm min,1
1188,jujur gue pagi pas kelas sampe ngelag,2
1189,lemot min,2
1190,min gangguan area cawang kah,2
1191,halo min,1
1192,siang dm mohon dicek,1
1193,iya gue udah ngungsi kafe rumah sih wkwk,0
1194,server eror,2
1195,jam an inet deh sempet zoom tiba terlempar sampe skrg lemot buka email aja lamanyaaaaada ya min,2
1196,laporan ga follow up minudh sampe nih perbaikannya,0
1197,benernya ini,0
1198,tumben nih,0
1199,tidaak tersambung call center web bisaa bingung tuh,1
1200,kak mohon dicek dm ya kak,0
1201,telpon langsung aja nuuu,0
1202,selamat siang mohon informasi jaringan mengalami gangguan karena jaringan wifi rmh los sinyal merah jaringan terima kasih,0
1203,cek dm ya udah ketiga kalinya error,2
1204,untuk kabel nya terpasang admin,1
1205,apa update internet tv offline ini gmn sih min,1
1206,halo min internet semalem gaada jaringan ya,2
1207,id pel koneksi internet mati jam malam sekarang bs tolong bantu trima kasih,2
1208,sdh internet mati wilayah mampangpondok jaya blm jg restored apa kompensasinya,2
1209,bener,1
1210,ok terima kasih,0
1211,selamat pagi saya nomor pelanggan mengalami gangguan layanan internet tv apakah dibantu,2
1212,maintenancenya sampe jam min sampe skrg bisa,2
1213,bisanya pagi tolong dijadwalkan jam,2
1214,halo internet mati nih mohon bantuannya,2
1215,knp ya down bgt internetnya pantes kemarin lemot bgt id pel,2
1216,cm pelanggan utk menunggu kenapa estimasi nya jam,2
1217,adjutment pengurangan tagihan solusi kualitas jaringan diperbaiki sop maintenance jgn lama kalo ambil estimasi nya seharian kualitas maintenance ga bagus,0
1218,dari mangajukan kompensasi pengurangan tagihan jaringan nya pelihara kalo tdk lama jumlah kompensasi ga sebanding dgn dampak brp internet mati,0
1219,status aplikasi my online koneksi internet sudsh refresh modem nyala lampu nya kelap kelip kalau ok nyala hijau semua tolong push inet bermasalah dan gak pas long weekend,0
1220,kenapa setimasi lama selalu kaya gt gilaran bayar waktu sop maintenance brp lama terus kompensasi pelanggan apa cm suruh nunggu aja,0
1221,mohon diselesaikan ya kompensasinya billing terima kasih,0
1222,hai tanggal februari wib koneksi internet gangguan lho alias berfungsi sekali,0
1223,saya pelanggan nomer pelanggan wifi gangguan kah,1
1224,daerah jaka setia bekasi mati internet nya terima kasih,2
1225,kebanyakan maintenance nya dr bermanfaat normalnya,0
1226,gue beli laptop nnti gue kabarin kalian ya,0
1227,sampai min ini bisa jugaa,0
1228,lah kalo gapunya laptop gmn kasih solusi benerlah,2
1229,lama bangettt min jam doang ga sampe sehariii,2
1230,min internet lokasi jakarta timur gangguan mohon diperbaiki trima kasih,2
1231,min error dahh streaming bolaa sampe jam errornya id,2
1232,min wifinya gangguan gimana sih,2
1233,maaf cs daerah gangguan saat tim memaksimalkan perbaikan normal kembali untuk detailnya pantau tks,0
1234,tolong diperbaiki cepatnya butuh,1
1235,pas pasang wifi login app nya no hp email nya saya nanya sales tekhnisi gada yg tau tolong min id,0
1236,tolong jelasin fitur primary homebox chg first football x,0
1237,min id tolong dicheck error muluuu nih gmnsiiiii,2
1238,kenapa error,2
1239,min internet gabisa nomer pelanggan,2
1240,haloooo upgrade decoder x prime kena perbulan nya min,0
1241,apa masaalahnya mohon info dong besok meeting,2
1242,min nopel tv internet mati nih kapan online,2
1243,malem wifi matii pdhl kerjaan yg hrs diselesain besok tlg lg knp yahh minggu lg gangguan bgt parahh tlg besok jgn gangguan ya dimohon yaallahh mo nangis,2
1244,emang gak banget mabar,2
1245,min nanya dong menginvasi macem putin gt gimana ya gue barusan bgt nih dimaki atasan gue connections mati kalo jawabanya maaf ketidaknyamanannya lagi cari alamat gue deh ayo berantem gue pgn bgt nonjok lo nih,0
1246,perincian biaya,0
1247,mana kompensasinya tagihan masi full,1
1248,jan mao kerjaannya maintenance mulu kerjaanya bikin org merugi nggak rugi ngelawak lo,1
1249,hari weekend loh minggu mesti nunggu utk ketemu minggu minggu tiba pemeliharaan jaringan lelucon,2
1250,jawaban lo dr td mulu magabut lu min makan gaji buta basi aahhh bangke laaah gue jd emosi malem gara lo ini kerjaaan gue gimanaaaaaaa,2
1251,wifi error ya tolong cek no cust,2
1252,up mbps bln brp,2
1253,ngomel ngomel ganti karna care,0
1254,wah ya bisa cepat ga nih,0
1255,hello bilangnya gangguan jaringan dicek tertulis maintenance alasan pemeliharaan jaringan weekend kompensasi yg utk mengganti ini,0
1256,wey bro maintenance mulu bro,1
1257,gak sesuai dgn tagihan yg terima email,2
1258,parah banget billing tagihan yg dikirim email to layanan tv diputusternyata baya gmn ini gak sesuai dgn email yg terima,2
1259,internetnya die gaes gmn ni,1
1260,min besok gue dateline jam sepuluh pagi kalau sampe pagi beres dn gue ttp hrs beli kuota lg jgn teriak gue nggak bayar kompensasi yg lo kasih nggak apanya sm kerugian gue ini mau ampe nunggak gue ogah bayar,1
1261,untuk kabel nya terpasang admin,0
1262,apa update internet tv offline ini gmn sih min,1
1263,halo min internet semalem gaada jaringan ya,1
1264,id pel koneksi internet mati jam malam sekarang bs tolong bantu trima kasih,0
1265,sdh internet mati wilayah mampangpondok jaya blm jg restored apa kompensasinya,1
1266,selamat pagi saya nomor pelanggan mengalami gangguan layanan internet tv apakah dibantu,2
1267,maintenancenya sampe jam min sampe skrg bisa,0
1268,td subuh coba dicabut modemnya kira mnt trus dicolok lg alhamdulillaah internet onsmg ga mati lg yaa,0
1269,bisanya pagi tolong dijadwalkan jam,0
1270,halo internet mati nih mohon bantuannya,2
1271,knp ya down bgt internetnya pantes kemarin lemot bgt id pel,1
1272,cm pelanggan utk menunggu kenapa estimasi nya jam,1
1273,februari gangguan koreksi billing gimana tuh min saya pakai layanan dipalak juga,2
1274,akses internal server error situs nya aja ga maintenance dgn baik jaringan nya gmn ini,2
1275,adjutment pengurangan tagihan solusi kualitas jaringan diperbaiki sop maintenance jgn lama kalo ambil estimasi nya seharian kualitas maintenance ga bagus,1
1276,dari mangajukan kompensasi pengurangan tagihan jaringan nya pelihara kalo tdk lama jumlah kompensasi ga sebanding dgn dampak brp internet mati,1
1277,kenapa setimasi lama selalu kaya gt gilaran bayar waktu sop maintenance brp lama terus kompensasi pelanggan apa cm suruh nunggu aja,1
1278,perasaan pemeliharaan jaringan tp bermasalah juga brp lama seperti standart fm sampe seharian,2
1279,mohon diselesaikan ya kompensasinya billing terima kasih,0
1280,hai tanggal februari wib koneksi internet gangguan lho alias berfungsi sekali,2
1281,saya pelanggan nomer pelanggan wifi gangguan kah,1
1282,daerah jaka setia bekasi mati internet nya terima kasih,1
1283,kebanyakan maintenance nya dr bermanfaat normalnya,1
1284,gue beli laptop nnti gue kabarin kalian ya,0
1285,malem malem lg push rank wifi error tolong yaaaaaaa,2
1286,lama bangettt min jam doang ga sampe sehariii,2
1287,min internet lokasi jakarta timur gangguan mohon diperbaiki trima kasih,2
1288,tgl dibenerin diganti colokannya baru brapa bener skrg maintanance lagi kapan pke fullnya y,2
1289,berkenan min makasih,0
1290,min error dahh streaming bolaa sampe jam errornya id,2
1291,min wifinya gangguan gimana sih,2
1292,gimana coba bingung,1
1293,maaf cs daerah gangguan saat tim memaksimalkan perbaikan normal kembali untuk detailnya pantau tks,0
1294,tolong diperbaiki cepatnya butuh,0
1295,pas pasang wifi login app nya no hp email nya saya nanya sales tekhnisi gada yg tau tolong min id,0
1296,tolong jelasin fitur primary homebox chg first football x,0
1297,min id tolong dicheck error muluuu nih gmnsiiiii,2
1298,kenapa error,2
1299,min internet gabisa nomer pelanggan,2
1300,haloooo upgrade decoder x prime kena perbulan nya min,0
1301,min nopel tv internet mati nih kapan online,2
1302,malem wifi matii pdhl kerjaan yg hrs diselesain besok tlg lg knp yahh minggu lg gangguan bgt parahh tlg besok jgn gangguan ya dimohon yaallahh mo nangis,1
1303,emang gak banget mabar,2
1304,min nanya dong menginvasi macem putin gt gimana ya gue barusan bgt nih dimaki atasan gue connections mati kalo jawabanya maaf ketidaknyamanannya lagi cari alamat gue deh ayo berantem gue pgn bgt nonjok lo nih,2
1305,perincian biaya,0
1306,mana kompensasinya tagihan masi full,0
1307,mau lan apanya min updownstreamnya aja ga ada udh kecolok kaga pake wifi,2
1308,hari weekend loh minggu mesti nunggu utk ketemu minggu minggu tiba pemeliharaan jaringan lelucon,2
1309,jawaban lo dr td mulu magabut lu min makan gaji buta basi aahhh bangke laaah gue jd emosi malem gara lo ini kerjaaan gue gimanaaaaaaa,2
1310,up mbps bln brp,0
1311,ngomel ngomel ganti karna care,1
1312,wah ya bisa cepat ga nih,0
1313,hello bilangnya gangguan jaringan dicek tertulis maintenance alasan pemeliharaan jaringan weekend kompensasi yg utk mengganti ini,2
1314,wey bro maintenance mulu bro,1
1315,gak sesuai dgn tagihan yg terima email,2
1316,min besok gue dateline jam sepuluh pagi kalau sampe pagi beres dn gue ttp hrs beli kuota lg jgn teriak gue nggak bayar kompensasi yg lo kasih nggak apanya sm kerugian gue ini mau ampe nunggak gue ogah bayar,2
1317,mohon kesediaanya utk menunggu proses selesai info update status cek,0
1318,iya kerjaan gue nggak nunggu udahlah mlm minggu gue hrs lembur digangguin jaringan pula bulan,1
1319,dear ada wifi ku kenapa berjalan baik apakah tugas berikan penjelasan kepastian aku butuh kamu butuh mari mengerti dan mengisi kekosongan hati terdalam sekian,1
1320,tertulis aplikasinya masalah jaringan maintenance,2
1321,maintenance jam segini biar ape setan,2
1322,untuk teknisi langsung hubungi untuk,0
1323,bikin emosi weekend inet mati,2
1324,min nopel ada problem jaringan ato gmn tv internet offline nih,2
1325,iya kerjaan gue nggak nunggu udahlah mlm minggu gue hrs lembur digangguin jaringan pula bulan gue bolak beli kuota sampe rb woooy bukannya untung buntung,2
1326,waduh dr jam wifi ga dipakai dong rugi kalo bayarannya tetep wifi bermasalah ga berfungsu kompensasinya pelanggan,1
1327,internet mati banget ham segini nih kontol,1
1328,wah jon internet dirumah gua mati kalo apps besok bener,1
1329,listrik nyala loh eh loh eh internetnya mati wakakka ampun dah,2
1330,mau dinaikin speednya juta mbps pun mikir kali deh langganan bukannya bantu meringankan pikiran jaringannya bikin stress mulu bhay bhay enough is enough,2
1331,gimana nih fm mati no signal internet mati kerja nih bos mohon beresin dong payah loe,2
1332,id pelanggan an singal pasaribu bermasalahhadeuhtolong buruk banget pelayanan nya,2
1333,saran min jaringan mulu yg dipelihara coba hubungan konsumen dipelihara jg biar nggak kabur yg lain gw jd marah malem karna kerjaan gue ganggu udahlah mlm minggu disuruh lembur digangguin jaringan pulak,0
1334,halo min no pelanggan sdg offline gmna ya min,2
1335,gimana infokan digit nomor pelanggan dm tdk,1
1336,beberapa minggu jg gangguan katrokk,0
1337,id cust no internet connection direfresh cabut kali kendala tlg ditindak lanjuti segera urgent,2
1338,enga salah nih penyakit kambuh lagi bulan parah bener parah jaringannya,2
1339,sedang menghitung kali gue protes sm gangguan mulu ganggu kerjaan gue bgt abang gue udh teriak nyuruh gue ganti ade gue jg teriak nyuruh gue ganti tp gue tetep bertahan tp lo skrg merugikan gue finansial ya gmn saran,2
1340,ganggu aja lu emang wifi tibatiba error,2
1341,hello internet mati gimana ini sekarang weekend loh,2
1342,normal apaanya sih coba periksa lg bnr rese bgt sih lo,2
1343,tib internetnya gabisa,2
1344,selamat malam first people untuk problem yg kendala,1
1345,iya min saya setuju mohon secepatnya,1
1346,hi tolong cek dm makasih,0
1347,woi nyalain internet gak lo yg bnr aja dong malem minggu nih,1
1348,bls dm min,0
1349,tolong cek dm,0
1350,tu min kata mutual sy dy mw malming sm cowo ny gegara waipai prismedia ngelek ngelek jdi dy gbs malming kuota dy sisa gb gbs bucin prh lw mint g leh gt tw,1
1351,min internet area curug jaya mati ya,1
1352,malam bgt kualitas jaringan internetnya kyk gini suka hilang o id,1
1353,ini sih min gangguan udh kali gangguan giliran tagihan aja cepet ga telat bayar internet eror rugi kalo gini no id,2
1354,check signal down terus,2
1355,kenapa sihh internet klo jam malam lemott sering buffering waktunya nonton sepakbola ada yg kahh,2
1356,gangguan pas hari orang libur panjang gimana betah d rumah skrg streaming netflx kuota sampe abis gara internet kaga bisa mana kudu nunggu pffft,1
1357,help jaringan muncul kabel menyala gimana ya no id thankyouuu,1
1358,tolong min pagi inet mati td jam uda telp call center dibantu pembetulan jaringan tp sampe skrg masi ga bisa ktny trouble area saya cuma nyala lampu power,2
1359,dm nya akun blm diaktifkan min,1
1360,min no jam sampe internet gangguan ya sudah dicoba restart kali saja terimakasih,1
1361,halo tolong diinfokan ketersediaan jaringan alamat rumah ya terima kasih,0
1362,tolong bantu secepatnya min,0
1363,baik kalo ya teknisi besok terima kasih,0
1364,permisi min down sih wifinya,1
1365,min tolong cek id kemarin siang terhubung internet,0
1366,tolong cepat ya dibutuhkan,0
1367,ya hilang sinyal gangguan kah,2
1368,terus skg mesti ngapain pasrah gitu uda bayar ude besok internet matiii bossss,2
1369,halo dore intenet mati gangguan gimana ya id,2
1370,pake kabel ga pake wireless rto nya kerasa banget,2
1371,yauda buru nunggu abis ganti,1
1372,sudah login zte terimakasih bantuan respon cepatnya,0
1373,min tolong cek dm ya,0
1374,masi internetnyaaa astagaa,1
1375,min dm dong paketku nih,0
1376,kapan dtg nya tlg secepatnya yaa,0
1377,sepertinya teknisi wifi normal terkoneksi baik saya merubah nama pssword wifi default sperti karakter acak sulit diingat terkendala login zte nya tau username diisi apa,0
1378,hallo fm selesai perbaikannya kah disini masih putus id sehari x putus,2
1379,minta bantuan tehnisi ganti smartcard nya atau update smart cardnya,0
1380,halooo udah jam loh internetnya gabisa dipake dm info lanjut,2
1381,kapan jadwal teknisi,1
1382,sudah reset lubang reset yg router sekarang nama password wifi default saya coba ubah masuk kelola router username password login zte username nomor pelanggan apa,0
1383,halo fm td jam an sdh ganti modem internet cm smp jam an smp skrg modem nyala tp internet mati tlg yaa,1
1384,maaf min tanya estiminasi normalnya ya min push pubg gabisa hehehe,1
1385,selamat malam mengajukan permohonan berhenti berlangganan apa bisaa dibantu via online tindakan lanjutnya terima kasih,2
1386,besok rencana kerumah kakak ipar biar tampil kece liat inspirasi outfit kece pake,1
1387,ternyata daftar sobat banget dapet benefit rewardnya keren banget program ini semangat nih cari cuan,0
1388,karena udah ppkm lagi liburan virtual nonton youtube rebahan pake jaringan emang bikin healing virtual lancar,0
1389,saksikan keseruan tontonan tayangan hewan national geographic ngelag,0
1390,kok gw kek gangguan lampu internet berkedip,2
1391,hiburan deh no ribet no loading,0
1392,rekomendasi internet jadoel tp inovasi tetep mengikuti perkembangan teknologi ya donk pastinya,0
1393,resep ala youtube nyarinya pakai pilih rekomendasi favorite masakan mentok maksimal,0
1394,bingung mau bikin makanan apa cari ajaa refrensi youtube jgn lupaa pake koneksi yaa biar paham,0
1395,yukk olahraga ringan dirumah aja tempatnya bebas siapkan matraks on youtube terkoneksi lancar deh,0
1396,pick one yuk makanan berayam favorit kamu mimin sih ayam taliwang khas lombok nah sobat menemukan inspirasi masakan channel afn sobat tonton tv,0
1397,sobat udah tau usee apps store berganti nama apps store loh temukan beragam aplikasi sesuai kebutuhan kamu biar seru nonton tv berbagai pilihan aplikasi lengkap kamu penggemar olahraga drama asia tayangan keluarga,0
1398,selamat sabtu marilah lupakan rutinitas ada mari dinginkan hati kepala recharge energi menghadapi esok semangat mari aktivitas internet,0
1399,nemenin istri masak malam biar gak bosen tiktokan ajaa untung pake wuzhwuzh deh koneksinyaa,0
1400,order boneka boba online langsung rumah karena gampang terimakasih,0
1401,seru kalik ya malem minggu nonton bareng doi dirumah aja movie marathon nyemil popcorn bioskop hehe ga sabar deh,0
1402,seru nih liatin chef arnold tantang matteo streaming nya pake jaringan keren banget,0
1403,di kerjaan lancar internet stabil buat lancar,0
1404,halo selamat malam pasang email billing no pelanggan pas bayar psb via tokpedshopee ga krn blm terdaftar wifi digunakan bantu,0
1405,scroll tiktok malam gini connect wifi pastinya lancar,0
1406,pengajian live streaming nya pakai anti lag anti rendet,0
1407,sedang menikmati si oppa loversku hehehe damagenya parah banget gini nonton netflix ditambah koneksi dong always the bestlah,0
1408,jualan online pakai nya orderan numpuk nya numpul banget,0
1409,cari lagu islami mudah menemani biyar harimu tiada sepi,0
1410,tgif hari semangat banget kerja kerjain kerjaan banyak semangat ngapain aja lancar pake jaringan internet,0
1411,smart live enjoy live with nya jari mudah,0
1412,mantep pake wfh lancar,0
1413,rb pajak skrg sih rban gitu kemarin rb tp pas promo mbps mbps harganya rb doang jdnya skrg tagihannya rb gitu deh ga lemot sih,0
1414,kayaknya ide bagus nih buatkan mama kue bolu besok auto liatin tutorial nya youtube pake jaringan lancar jaya,0
1415,koneksi ngebut stabil hadir harga istimewa lho mulai rpan kamu tuntasin aktivitas online harianmu,0
1416,serunya internetan cepat mbps nonton tayangan favorit ratusan channel tv unggulan telponan menit paket dengan akses disney hotstar,0
1417,wah ya besok udah sabtu ini menyaksikan kelanjutan liburan kai kawankawan kais bucket list setiap sabtu minggu wib tayang live eksklusif youtube,0
1418,kalo gua sd boongnya liat setan alias anak anjai gua pura buka ma,2
1419,uhuyy seru banget nonton kai menuhin bucket list nya,0
1420,mengisi weekend nobar streaming mantap,0
1421,yang mall mah rumah aja streaming video berseri youtube berkat jaringan asik banget nih,0
1422,sabtu nonton lanjutan liburan kai kawankawan kais bucket list jangan ketinggalan ya wib tayang live eksklusif youtube,0
1423,cari pahala virtual dengerin lagu religi emang nikmat banget thx,0
1424,cuz ah nontonnya youtube,0
1425,streaming youtube pakai emang mantap lancarnya,0
1426,yahhh anjirrr allah ketinggalan gweeeee,0
1427,weekend gabut ga karna biar seru list drakor wajib tonton minggu ini music call me musician liqwyd,0
1428,selamat pagi selamat hari kamis selamat menjalankan aktivitas online nyaman tetaplah fokus pikiranmu yg positif kejar impianmu semoga tips ampuh percaya,0
1429,asek ponakan lagi bingung cari nama debay browsing makai langsung nemu nama yg sesuai lemot,0
1430,nonton seru banget nih kai,0
1431,fase berdoa bersyukur internet nya terukur tinggal butuh mu lurd,0
1432,jelas nonton ingikutin keseruannya,0
1433,allah klo lu dendam bilang anjg napa pas mcl bbiii,2
1434,ada ni paket bundling halo yukk cek langsung,0
1435,yuk ngontent apapun upload nya pakai anti gagal total makwuss wuss,0
1436,yeyy udah ditungguin nonton sabtu minggu,0
1437,sinyal emng lgi lemot yakk,0
1438,jangan jam lakukan dilakukan teruslah lakukan wujudkan mimpimu,0
1439,yuk nonton channel yt terbaru nih kai,0
1440,seru banget nonton nya kepo nih keselanjutanya,0
1441,tindakan kunci dasar kesuksesan mari wujudkan internet,0
1442,temu kangen online zoom vidcall guys tapi pastinya butuh jaringan internet dong maka pake jaringan lancar temu kangen online nya,0
1443,dr kemaren sampe skrg jaringannya jelek bgt deh nangis sih kalo sampe recet gini gue mo ngajar,2
1444,iya min terimakasih ya responnya have nice daaay,0
1445,hi kak freedom u jumbo penggunaan kuota apps kuota utama maksimal gb ya salamzakia,0
1446,hai kak firman infokan ya kak rollover kuota berlaku membeli paket yg pa,0
1447,kuota tinggal dikit reg paket gak paham sini skrg disuruh berhenti paket kuota lainnya trus sisa kuota gmn trus twitternya jg gmn ckckckck,2
1448,sampai belom bisa sudah coba,1
1449,sudah dm lengkap deh ada capture data sy,0
1450,halo sinyalnya tdk stabil ya kak,2
1451,lgi erorr ya saya beli paket data dadi,2
1452,udah dicoba gini aja deh coba u bantuin registrasi,1
1453,kenapa tiaptiap malem signalnya suka tiba ilang bahkan cari signal manual aja kalo okelah berhari loh dalam sehari sampe kali ilang sinyalnyaaa tolong diperbaiki,2
1454,gangguan ya ko beli paket data gabisa deh gimana nih,1
1455,gak beli paket internet nih klo kuota internet habis pulsa terpotong deh taktik sedot pulsa biasa,1
1456,hi tolong ya cabut akses n blokir nomer milik,1
1457,apresiasi cs nanggepin permasalahan jam segini hiks,0
1458,tolong sinyal anda dramaga ilangilangan menjelang maghrib g setelan jaringan hp reset bobrok sinyal anda,2
1459,sinya sia siga tai,0
1460,udh kah bro gw msh kesalahan teknis ya,0
1461,lg searching tugassss inii tp sinyal ga stabil gitu lho kesal akuuuuu pdhl beli kuota gmn penyelesaiannya,2
1462,udah coba kak tp tetep aja gk yg membantu,1
1463,emg down kahsinyal hilang,1
1464,tolong ya kak tetep membantu,0
1465,hi tolong cek paket beli blm masuk ya,0
1466,min sinyal e nih sedang bermasalah kah,1
1467,halo min beli kuota gabisa ya kesalahan teknis terus,0
1468,halo ya ini ilang sinyal loh dibenerin lah,2
1469,gini riset analisis aja sih jangka kestabilan jaringan operator yg tuh kuat sebulan sekali paket pembelian hilang kestabilannya bot lg terimakasih,0
1470,template banget min jawabannya,1
1471,tolong cek dm saya min,0
1472,kenapa tolong perbaiki layanan nya,0
1473,selamat malam bertanya ya nomor meregistrasi layanan konten sendiri coba unreg bisa mohon bantuannya,0
1474,ini kenapa admin gabisa beli paketan,1
1475,gimana sih beli kuota aplikasi gagal mulu,1
1476,bisa ga kak,1
1477,cek dm min beli kuota dial apk gak,0
1478,tolong dong beli paketan data ga mulu,1
1479,pliss ojok kyok taek poo cok,2
1480,cek dm oi d sedot pulsa kuota,1
1481,min buka dm oiiii,1
1482,cek paket data,1
1483,bentar coba dluu,1
1484,halo yaa kemarin gagal beli kuota apk gagal,1
1485,cek dm ya min,1
1486,buset mahal bgt,2
1487,hi min down gimana siang gabisa connect internet,2
1488,sudah yah ka terimakasih fast responnya,0
1489,paket bundling dinonaktifkan mohon solusi beli paket paket utama dipakai unreg sms bisa unreg myim jg,1
1490,ga dm masuk min,1
1491,dear demi allah udah semingguan sinyal g tapi lemotnya lemot banget ga bisa akses instagram juga tolong diperbaiki jaringannya min besok saya udah aktif nge zoom kuliah soalnya hikss,2
1492,down kah min sinyal penuh e,2
1493,udah kak diunreg ternyata g deh,1
1494,sore kak tolong cek dm terima kasih,0
1495,tanya gerai cibinong dimana yaa,1
1496,tetep gabisa kak gmn ya,1
1497,admin udah isi pulsa gagal nih beli paket kesalahan teknis mulu,2
1498,minsampai no hilang sinyalnyaini surabaya daerah rungkut ya nomor yg digit bisa dibantu,2
1499,min koneksinya inii,1
1500,halo ganti nomor yg rusak gerai ribet banget ya ke gerai itc roxy mas disuruh membeli paket data gb gerai gedung disuruh beralih pasca bayar bulan boaya ribu cs merangkap sales gimana ya,0
1501,knp error ya pdhl kuota beli,2
1502,belum masuk min dmnya hikssss terimakasih min,0
1503,min nomor udah hangus diaktifkan galeri hangus lagi diaktifkan lagi makasih min,0
1504,tiap sisa segini gak dipake sih min,0
1505,ok min terimakasih bantuannya,0
1506,terima kasih min stlh byk percobaan,0
1507,knp ya mau pasang paket balesan nya kesalahan teknis mulu,2
1508,aku gagal trus,2
1509,ooy gimana beli paket internet proses statusnya,0
1510,jugaa udah dibales tapii belom,1
