text,label
nope soalnya pindah bppt blm dijangkau udah gw cb kontak ya drpd mnc yg gajelas kan i have no option,positive
okay thanks ya sudah normal sore,positive
halo admin internet gangguan kah trims,positive
terima kasih min,positive
mimin respon dm ya trimsfdl,positive
iya nomor custom services gak terdaftar,neutral
min lemot kali malem beruturt gini terus lg min,neutral
lumayan membaik ping ms ms terima kasih supportnya,positive
koneksi game ga stabil min lag download google drive lamban blm normal,negative
semangat bang udah siang nih kerjaan,positive
iya udh normal sih min thanks,positive
aduh sist relate banget komenmu tiap dibikin susah,positive
ini mah issue udah november lalu connect server internasional aja pake vpn biar ping nya stabil,neutral
ni drama astagfirullah,negative
dibayar lampu los nyala,positive
gils seharian down kompensasi gak,negative
hahahaha kaya gini ekspansi dm customer aja dicuekin,neutral
asli bgt,neutral
id pelanggan malam kek gini,neutral
oke,neutral
hahaha bro udah dm telp tetep aja ga direspon teknisi udah janji dateng ga dateng,negative
ajsjsksksush tolong donggg lemot bgt,negative
internet layanan nya sama parah,positive
halo internet mati nih buat kerja ini,negative
di up kayanya ga ngaruh juga udah dm keluhin gangguan ga dinotice,negative
ga sadar lemot parah ekspansi,negative
wkwkwk kasian dr pagi,negative
situasi manggis pm koneksi membaik,positive
jaringannya jelek banget,negative
internet o nihh,neutral
internet lemot hey cek dm,negative
nyala nya woeeee,positive
tolong lahhh gini mulu ya dari siang nonton youtube aja buffering,negative
mohon info gangguan saat dapet speed thx,positive
internet gangguan,negative
hai informasikan senin maret terindikasi gangguan perangk,positive
halo cek dm,positive
min update kendalanya knp dr kira normal lagi ya pas senin byk meeting yowloo,neutral
kakkkk kenapa lemottttt,negative
tolong yaaaa interview magang skype mati internetnya,negative
boleh diinfo internet down sampe kapankah,negative
cek dm min,neutral
tlg udah nih internet mati nomor pelanggan telp cust service sulit dicoba pagi wfh butuh internet up sla lama aja x jam thanks,positive
halo prosedur upgrade internet gimana ya paket pakai skarang paket mana,positive
cek dm urgenttt,positive
mantabs min udah bayar dikacangin doang ggwp,positive
sore tolong cek dm min,positive
sedih,negative
wah gak pemberitahuan nih pantes selow dr pagi kyknya ya,negative
ini kalo keluarga gue yg masuk kamar bikin salah paham bisanya buffering scene kyk gini loo,neutral
cek dm dong lg ganggua n kah,neutral
cek dm mint,neutral
maty sih aku gabisa keja lohhhhh,negative
halo min cek dm saya,neutral
gangguan daerah pontianak,negative
saya terima,neutral
latency tinggal vrindavan,neutral
pekayon jaya bekasi kah sejak pagi koneksinya jelek,neutral
gue nge dm jg gak direspon gangguan yah lemot nih,neutral
udh dm min dgn,neutral
cek dm min,neutral
jujur gue pagi pas kelas sampe ngelag,negative
lemot min,negative
min gangguan area cawang kah,negative
halo min,neutral
siang dm mohon dicek,neutral
iya gue udah ngungsi kafe rumah sih wkwk,positive
server eror,negative
jam an inet deh sempet zoom tiba terlempar sampe skrg lemot buka email aja lamanyaaaaada ya min,negative
laporan ga follow up minudh sampe nih perbaikannya,positive
benernya ini,positive
tumben nih,positive
tidaak tersambung call center web bisaa bingung tuh,neutral
kak mohon dicek dm ya kak,positive
telpon langsung aja nuuu,positive
selamat siang mohon informasi jaringan mengalami gangguan karena jaringan wifi rmh los sinyal merah jaringan terima kasih,positive
cek dm ya udah ketiga kalinya error,negative
untuk kabel nya terpasang admin,neutral
apa update internet tv offline ini gmn sih min,neutral
halo min internet semalem gaada jaringan ya,negative
id pel koneksi internet mati jam malam sekarang bs tolong bantu trima kasih,negative
sdh internet mati wilayah mampangpondok jaya blm jg restored apa kompensasinya,negative
bener,neutral
ok terima kasih,positive
selamat pagi saya nomor pelanggan mengalami gangguan layanan internet tv apakah dibantu,negative
maintenancenya sampe jam min sampe skrg bisa,negative
bisanya pagi tolong dijadwalkan jam,negative
halo internet mati nih mohon bantuannya,negative
knp ya down bgt internetnya pantes kemarin lemot bgt id pel,negative
cm pelanggan utk menunggu kenapa estimasi nya jam,negative
adjutment pengurangan tagihan solusi kualitas jaringan diperbaiki sop maintenance jgn lama kalo ambil estimasi nya seharian kualitas maintenance ga bagus,positive
dari mangajukan kompensasi pengurangan tagihan jaringan nya pelihara kalo tdk lama jumlah kompensasi ga sebanding dgn dampak brp internet mati,positive
status aplikasi my online koneksi internet sudsh refresh modem nyala lampu nya kelap kelip kalau ok nyala hijau semua tolong push inet bermasalah dan gak pas long weekend,positive
kenapa setimasi lama selalu kaya gt gilaran bayar waktu sop maintenance brp lama terus kompensasi pelanggan apa cm suruh nunggu aja,positive
mohon diselesaikan ya kompensasinya billing terima kasih,positive
hai tanggal februari wib koneksi internet gangguan lho alias berfungsi sekali,positive
saya pelanggan nomer pelanggan wifi gangguan kah,neutral
daerah jaka setia bekasi mati internet nya terima kasih,negative
kebanyakan maintenance nya dr bermanfaat normalnya,positive
gue beli laptop nnti gue kabarin kalian ya,positive
sampai min ini bisa jugaa,positive
lah kalo gapunya laptop gmn kasih solusi benerlah,negative
lama bangettt min jam doang ga sampe sehariii,negative
min internet lokasi jakarta timur gangguan mohon diperbaiki trima kasih,negative
min error dahh streaming bolaa sampe jam errornya id,negative
min wifinya gangguan gimana sih,negative
maaf cs daerah gangguan saat tim memaksimalkan perbaikan normal kembali untuk detailnya pantau tks,positive
tolong diperbaiki cepatnya butuh,neutral
pas pasang wifi login app nya no hp email nya saya nanya sales tekhnisi gada yg tau tolong min id,positive
tolong jelasin fitur primary homebox chg first football x,positive
min id tolong dicheck error muluuu nih gmnsiiiii,negative
kenapa error,negative
min internet gabisa nomer pelanggan,negative
haloooo upgrade decoder x prime kena perbulan nya min,positive
apa masaalahnya mohon info dong besok meeting,negative
min nopel tv internet mati nih kapan online,negative
malem wifi matii pdhl kerjaan yg hrs diselesain besok tlg lg knp yahh minggu lg gangguan bgt parahh tlg besok jgn gangguan ya dimohon yaallahh mo nangis,negative
emang gak banget mabar,negative
min nanya dong menginvasi macem putin gt gimana ya gue barusan bgt nih dimaki atasan gue connections mati kalo jawabanya maaf ketidaknyamanannya lagi cari alamat gue deh ayo berantem gue pgn bgt nonjok lo nih,positive
perincian biaya,positive
mana kompensasinya tagihan masi full,neutral
jan mao kerjaannya maintenance mulu kerjaanya bikin org merugi nggak rugi ngelawak lo,neutral
hari weekend loh minggu mesti nunggu utk ketemu minggu minggu tiba pemeliharaan jaringan lelucon,negative
jawaban lo dr td mulu magabut lu min makan gaji buta basi aahhh bangke laaah gue jd emosi malem gara lo ini kerjaaan gue gimanaaaaaaa,negative
wifi error ya tolong cek no cust,negative
up mbps bln brp,negative
ngomel ngomel ganti karna care,positive
wah ya bisa cepat ga nih,positive
hello bilangnya gangguan jaringan dicek tertulis maintenance alasan pemeliharaan jaringan weekend kompensasi yg utk mengganti ini,positive
wey bro maintenance mulu bro,neutral
gak sesuai dgn tagihan yg terima email,negative
parah banget billing tagihan yg dikirim email to layanan tv diputusternyata baya gmn ini gak sesuai dgn email yg terima,negative
internetnya die gaes gmn ni,neutral
min besok gue dateline jam sepuluh pagi kalau sampe pagi beres dn gue ttp hrs beli kuota lg jgn teriak gue nggak bayar kompensasi yg lo kasih nggak apanya sm kerugian gue ini mau ampe nunggak gue ogah bayar,neutral
untuk kabel nya terpasang admin,positive
apa update internet tv offline ini gmn sih min,neutral
halo min internet semalem gaada jaringan ya,neutral
id pel koneksi internet mati jam malam sekarang bs tolong bantu trima kasih,positive
sdh internet mati wilayah mampangpondok jaya blm jg restored apa kompensasinya,neutral
selamat pagi saya nomor pelanggan mengalami gangguan layanan internet tv apakah dibantu,negative
maintenancenya sampe jam min sampe skrg bisa,positive
td subuh coba dicabut modemnya kira mnt trus dicolok lg alhamdulillaah internet onsmg ga mati lg yaa,positive
bisanya pagi tolong dijadwalkan jam,positive
halo internet mati nih mohon bantuannya,negative
knp ya down bgt internetnya pantes kemarin lemot bgt id pel,neutral
cm pelanggan utk menunggu kenapa estimasi nya jam,neutral
februari gangguan koreksi billing gimana tuh min saya pakai layanan dipalak juga,negative
akses internal server error situs nya aja ga maintenance dgn baik jaringan nya gmn ini,negative
adjutment pengurangan tagihan solusi kualitas jaringan diperbaiki sop maintenance jgn lama kalo ambil estimasi nya seharian kualitas maintenance ga bagus,neutral
dari mangajukan kompensasi pengurangan tagihan jaringan nya pelihara kalo tdk lama jumlah kompensasi ga sebanding dgn dampak brp internet mati,neutral
kenapa setimasi lama selalu kaya gt gilaran bayar waktu sop maintenance brp lama terus kompensasi pelanggan apa cm suruh nunggu aja,neutral
perasaan pemeliharaan jaringan tp bermasalah juga brp lama seperti standart fm sampe seharian,negative
mohon diselesaikan ya kompensasinya billing terima kasih,positive
hai tanggal februari wib koneksi internet gangguan lho alias berfungsi sekali,negative
saya pelanggan nomer pelanggan wifi gangguan kah,neutral
daerah jaka setia bekasi mati internet nya terima kasih,neutral
kebanyakan maintenance nya dr bermanfaat normalnya,neutral
gue beli laptop nnti gue kabarin kalian ya,positive
malem malem lg push rank wifi error tolong yaaaaaaa,negative
lama bangettt min jam doang ga sampe sehariii,negative
min internet lokasi jakarta timur gangguan mohon diperbaiki trima kasih,negative
tgl dibenerin diganti colokannya baru brapa bener skrg maintanance lagi kapan pke fullnya y,negative
berkenan min makasih,positive
min error dahh streaming bolaa sampe jam errornya id,negative
min wifinya gangguan gimana sih,negative
gimana coba bingung,neutral
maaf cs daerah gangguan saat tim memaksimalkan perbaikan normal kembali untuk detailnya pantau tks,positive
tolong diperbaiki cepatnya butuh,positive
pas pasang wifi login app nya no hp email nya saya nanya sales tekhnisi gada yg tau tolong min id,positive
tolong jelasin fitur primary homebox chg first football x,positive
min id tolong dicheck error muluuu nih gmnsiiiii,negative
kenapa error,negative
min internet gabisa nomer pelanggan,negative
haloooo upgrade decoder x prime kena perbulan nya min,positive
min nopel tv internet mati nih kapan online,negative
malem wifi matii pdhl kerjaan yg hrs diselesain besok tlg lg knp yahh minggu lg gangguan bgt parahh tlg besok jgn gangguan ya dimohon yaallahh mo nangis,neutral
emang gak banget mabar,negative
min nanya dong menginvasi macem putin gt gimana ya gue barusan bgt nih dimaki atasan gue connections mati kalo jawabanya maaf ketidaknyamanannya lagi cari alamat gue deh ayo berantem gue pgn bgt nonjok lo nih,negative
perincian biaya,positive
mana kompensasinya tagihan masi full,positive
mau lan apanya min updownstreamnya aja ga ada udh kecolok kaga pake wifi,negative
hari weekend loh minggu mesti nunggu utk ketemu minggu minggu tiba pemeliharaan jaringan lelucon,negative
jawaban lo dr td mulu magabut lu min makan gaji buta basi aahhh bangke laaah gue jd emosi malem gara lo ini kerjaaan gue gimanaaaaaaa,negative
up mbps bln brp,positive
ngomel ngomel ganti karna care,neutral
wah ya bisa cepat ga nih,positive
hello bilangnya gangguan jaringan dicek tertulis maintenance alasan pemeliharaan jaringan weekend kompensasi yg utk mengganti ini,negative
wey bro maintenance mulu bro,neutral
gak sesuai dgn tagihan yg terima email,negative
min besok gue dateline jam sepuluh pagi kalau sampe pagi beres dn gue ttp hrs beli kuota lg jgn teriak gue nggak bayar kompensasi yg lo kasih nggak apanya sm kerugian gue ini mau ampe nunggak gue ogah bayar,negative
mohon kesediaanya utk menunggu proses selesai info update status cek,positive
iya kerjaan gue nggak nunggu udahlah mlm minggu gue hrs lembur digangguin jaringan pula bulan,neutral
dear ada wifi ku kenapa berjalan baik apakah tugas berikan penjelasan kepastian aku butuh kamu butuh mari mengerti dan mengisi kekosongan hati terdalam sekian,neutral
tertulis aplikasinya masalah jaringan maintenance,negative
maintenance jam segini biar ape setan,negative
untuk teknisi langsung hubungi untuk,positive
bikin emosi weekend inet mati,negative
min nopel ada problem jaringan ato gmn tv internet offline nih,negative
iya kerjaan gue nggak nunggu udahlah mlm minggu gue hrs lembur digangguin jaringan pula bulan gue bolak beli kuota sampe rb woooy bukannya untung buntung,negative
waduh dr jam wifi ga dipakai dong rugi kalo bayarannya tetep wifi bermasalah ga berfungsu kompensasinya pelanggan,neutral
internet mati banget ham segini nih kontol,neutral
wah jon internet dirumah gua mati kalo apps besok bener,neutral
listrik nyala loh eh loh eh internetnya mati wakakka ampun dah,negative
mau dinaikin speednya juta mbps pun mikir kali deh langganan bukannya bantu meringankan pikiran jaringannya bikin stress mulu bhay bhay enough is enough,negative
gimana nih fm mati no signal internet mati kerja nih bos mohon beresin dong payah loe,negative
id pelanggan an singal pasaribu bermasalahhadeuhtolong buruk banget pelayanan nya,negative
saran min jaringan mulu yg dipelihara coba hubungan konsumen dipelihara jg biar nggak kabur yg lain gw jd marah malem karna kerjaan gue ganggu udahlah mlm minggu disuruh lembur digangguin jaringan pulak,positive
halo min no pelanggan sdg offline gmna ya min,negative
gimana infokan digit nomor pelanggan dm tdk,neutral
beberapa minggu jg gangguan katrokk,positive
id cust no internet connection direfresh cabut kali kendala tlg ditindak lanjuti segera urgent,negative
enga salah nih penyakit kambuh lagi bulan parah bener parah jaringannya,negative
sedang menghitung kali gue protes sm gangguan mulu ganggu kerjaan gue bgt abang gue udh teriak nyuruh gue ganti ade gue jg teriak nyuruh gue ganti tp gue tetep bertahan tp lo skrg merugikan gue finansial ya gmn saran,negative
ganggu aja lu emang wifi tibatiba error,negative
hello internet mati gimana ini sekarang weekend loh,negative
normal apaanya sih coba periksa lg bnr rese bgt sih lo,negative
tib internetnya gabisa,negative
selamat malam first people untuk problem yg kendala,neutral
iya min saya setuju mohon secepatnya,neutral
hi tolong cek dm makasih,positive
woi nyalain internet gak lo yg bnr aja dong malem minggu nih,neutral
bls dm min,positive
tolong cek dm,positive
tu min kata mutual sy dy mw malming sm cowo ny gegara waipai prismedia ngelek ngelek jdi dy gbs malming kuota dy sisa gb gbs bucin prh lw mint g leh gt tw,neutral
min internet area curug jaya mati ya,neutral
malam bgt kualitas jaringan internetnya kyk gini suka hilang o id,neutral
ini sih min gangguan udh kali gangguan giliran tagihan aja cepet ga telat bayar internet eror rugi kalo gini no id,negative
check signal down terus,negative
kenapa sihh internet klo jam malam lemott sering buffering waktunya nonton sepakbola ada yg kahh,negative
gangguan pas hari orang libur panjang gimana betah d rumah skrg streaming netflx kuota sampe abis gara internet kaga bisa mana kudu nunggu pffft,neutral
help jaringan muncul kabel menyala gimana ya no id thankyouuu,neutral
tolong min pagi inet mati td jam uda telp call center dibantu pembetulan jaringan tp sampe skrg masi ga bisa ktny trouble area saya cuma nyala lampu power,negative
dm nya akun blm diaktifkan min,neutral
min no jam sampe internet gangguan ya sudah dicoba restart kali saja terimakasih,neutral
halo tolong diinfokan ketersediaan jaringan alamat rumah ya terima kasih,positive
tolong bantu secepatnya min,positive
baik kalo ya teknisi besok terima kasih,positive
permisi min down sih wifinya,neutral
min tolong cek id kemarin siang terhubung internet,positive
tolong cepat ya dibutuhkan,positive
ya hilang sinyal gangguan kah,negative
terus skg mesti ngapain pasrah gitu uda bayar ude besok internet matiii bossss,negative
halo dore intenet mati gangguan gimana ya id,negative
pake kabel ga pake wireless rto nya kerasa banget,negative
yauda buru nunggu abis ganti,neutral
sudah login zte terimakasih bantuan respon cepatnya,positive
min tolong cek dm ya,positive
masi internetnyaaa astagaa,neutral
min dm dong paketku nih,positive
kapan dtg nya tlg secepatnya yaa,positive
sepertinya teknisi wifi normal terkoneksi baik saya merubah nama pssword wifi default sperti karakter acak sulit diingat terkendala login zte nya tau username diisi apa,positive
hallo fm selesai perbaikannya kah disini masih putus id sehari x putus,negative
minta bantuan tehnisi ganti smartcard nya atau update smart cardnya,positive
halooo udah jam loh internetnya gabisa dipake dm info lanjut,negative
kapan jadwal teknisi,neutral
sudah reset lubang reset yg router sekarang nama password wifi default saya coba ubah masuk kelola router username password login zte username nomor pelanggan apa,positive
halo fm td jam an sdh ganti modem internet cm smp jam an smp skrg modem nyala tp internet mati tlg yaa,neutral
maaf min tanya estiminasi normalnya ya min push pubg gabisa hehehe,neutral
selamat malam mengajukan permohonan berhenti berlangganan apa bisaa dibantu via online tindakan lanjutnya terima kasih,negative
besok rencana kerumah kakak ipar biar tampil kece liat inspirasi outfit kece pake,neutral
ternyata daftar sobat banget dapet benefit rewardnya keren banget program ini semangat nih cari cuan,positive
karena udah ppkm lagi liburan virtual nonton youtube rebahan pake jaringan emang bikin healing virtual lancar,positive
saksikan keseruan tontonan tayangan hewan national geographic ngelag,positive
kok gw kek gangguan lampu internet berkedip,negative
hiburan deh no ribet no loading,positive
rekomendasi internet jadoel tp inovasi tetep mengikuti perkembangan teknologi ya donk pastinya,positive
resep ala youtube nyarinya pakai pilih rekomendasi favorite masakan mentok maksimal,positive
bingung mau bikin makanan apa cari ajaa refrensi youtube jgn lupaa pake koneksi yaa biar paham,positive
yukk olahraga ringan dirumah aja tempatnya bebas siapkan matraks on youtube terkoneksi lancar deh,positive
pick one yuk makanan berayam favorit kamu mimin sih ayam taliwang khas lombok nah sobat menemukan inspirasi masakan channel afn sobat tonton tv,positive
sobat udah tau usee apps store berganti nama apps store loh temukan beragam aplikasi sesuai kebutuhan kamu biar seru nonton tv berbagai pilihan aplikasi lengkap kamu penggemar olahraga drama asia tayangan keluarga,positive
selamat sabtu marilah lupakan rutinitas ada mari dinginkan hati kepala recharge energi menghadapi esok semangat mari aktivitas internet,positive
nemenin istri masak malam biar gak bosen tiktokan ajaa untung pake wuzhwuzh deh koneksinyaa,positive
order boneka boba online langsung rumah karena gampang terimakasih,positive
seru kalik ya malem minggu nonton bareng doi dirumah aja movie marathon nyemil popcorn bioskop hehe ga sabar deh,positive
seru nih liatin chef arnold tantang matteo streaming nya pake jaringan keren banget,positive
di kerjaan lancar internet stabil buat lancar,positive
halo selamat malam pasang email billing no pelanggan pas bayar psb via tokpedshopee ga krn blm terdaftar wifi digunakan bantu,positive
scroll tiktok malam gini connect wifi pastinya lancar,positive
pengajian live streaming nya pakai anti lag anti rendet,positive
sedang menikmati si oppa loversku hehehe damagenya parah banget gini nonton netflix ditambah koneksi dong always the bestlah,positive
jualan online pakai nya orderan numpuk nya numpul banget,positive
cari lagu islami mudah menemani biyar harimu tiada sepi,positive
tgif hari semangat banget kerja kerjain kerjaan banyak semangat ngapain aja lancar pake jaringan internet,positive
smart live enjoy live with nya jari mudah,positive
mantep pake wfh lancar,positive
rb pajak skrg sih rban gitu kemarin rb tp pas promo mbps mbps harganya rb doang jdnya skrg tagihannya rb gitu deh ga lemot sih,positive
kayaknya ide bagus nih buatkan mama kue bolu besok auto liatin tutorial nya youtube pake jaringan lancar jaya,positive
koneksi ngebut stabil hadir harga istimewa lho mulai rpan kamu tuntasin aktivitas online harianmu,positive
serunya internetan cepat mbps nonton tayangan favorit ratusan channel tv unggulan telponan menit paket dengan akses disney hotstar,positive
wah ya besok udah sabtu ini menyaksikan kelanjutan liburan kai kawankawan kais bucket list setiap sabtu minggu wib tayang live eksklusif youtube,positive
kalo gua sd boongnya liat setan alias anak anjai gua pura buka ma,negative
uhuyy seru banget nonton kai menuhin bucket list nya,positive
mengisi weekend nobar streaming mantap,positive
yang mall mah rumah aja streaming video berseri youtube berkat jaringan asik banget nih,positive
sabtu nonton lanjutan liburan kai kawankawan kais bucket list jangan ketinggalan ya wib tayang live eksklusif youtube,positive
cari pahala virtual dengerin lagu religi emang nikmat banget thx,positive
cuz ah nontonnya youtube,positive
streaming youtube pakai emang mantap lancarnya,positive
yahhh anjirrr allah ketinggalan gweeeee,positive
weekend gabut ga karna biar seru list drakor wajib tonton minggu ini music call me musician liqwyd,positive
selamat pagi selamat hari kamis selamat menjalankan aktivitas online nyaman tetaplah fokus pikiranmu yg positif kejar impianmu semoga tips ampuh percaya,positive
asek ponakan lagi bingung cari nama debay browsing makai langsung nemu nama yg sesuai lemot,positive
nonton seru banget nih kai,positive
fase berdoa bersyukur internet nya terukur tinggal butuh mu lurd,positive
jelas nonton ingikutin keseruannya,positive
allah klo lu dendam bilang anjg napa pas mcl bbiii,negative
ada ni paket bundling halo yukk cek langsung,positive
yuk ngontent apapun upload nya pakai anti gagal total makwuss wuss,positive
yeyy udah ditungguin nonton sabtu minggu,positive
sinyal emng lgi lemot yakk,positive
jangan jam lakukan dilakukan teruslah lakukan wujudkan mimpimu,positive
yuk nonton channel yt terbaru nih kai,positive
seru banget nonton nya kepo nih keselanjutanya,positive
tindakan kunci dasar kesuksesan mari wujudkan internet,positive
temu kangen online zoom vidcall guys tapi pastinya butuh jaringan internet dong maka pake jaringan lancar temu kangen online nya,positive
dr kemaren sampe skrg jaringannya jelek bgt deh nangis sih kalo sampe recet gini gue mo ngajar,negative
iya min terimakasih ya responnya have nice daaay,positive
hi kak freedom u jumbo penggunaan kuota apps kuota utama maksimal gb ya salamzakia,positive
hai kak firman infokan ya kak rollover kuota berlaku membeli paket yg pa,positive
kuota tinggal dikit reg paket gak paham sini skrg disuruh berhenti paket kuota lainnya trus sisa kuota gmn trus twitternya jg gmn ckckckck,negative
sampai belom bisa sudah coba,neutral
sudah dm lengkap deh ada capture data sy,positive
halo sinyalnya tdk stabil ya kak,negative
lgi erorr ya saya beli paket data dadi,negative
udah dicoba gini aja deh coba u bantuin registrasi,neutral
kenapa tiaptiap malem signalnya suka tiba ilang bahkan cari signal manual aja kalo okelah berhari loh dalam sehari sampe kali ilang sinyalnyaaa tolong diperbaiki,negative
gangguan ya ko beli paket data gabisa deh gimana nih,neutral
gak beli paket internet nih klo kuota internet habis pulsa terpotong deh taktik sedot pulsa biasa,neutral
hi tolong ya cabut akses n blokir nomer milik,neutral
apresiasi cs nanggepin permasalahan jam segini hiks,positive
tolong sinyal anda dramaga ilangilangan menjelang maghrib g setelan jaringan hp reset bobrok sinyal anda,negative
sinya sia siga tai,positive
udh kah bro gw msh kesalahan teknis ya,positive
lg searching tugassss inii tp sinyal ga stabil gitu lho kesal akuuuuu pdhl beli kuota gmn penyelesaiannya,negative
udah coba kak tp tetep aja gk yg membantu,neutral
emg down kahsinyal hilang,neutral
tolong ya kak tetep membantu,positive
hi tolong cek paket beli blm masuk ya,positive
min sinyal e nih sedang bermasalah kah,neutral
halo min beli kuota gabisa ya kesalahan teknis terus,positive
halo ya ini ilang sinyal loh dibenerin lah,negative
gini riset analisis aja sih jangka kestabilan jaringan operator yg tuh kuat sebulan sekali paket pembelian hilang kestabilannya bot lg terimakasih,positive
template banget min jawabannya,neutral
tolong cek dm saya min,positive
kenapa tolong perbaiki layanan nya,positive
selamat malam bertanya ya nomor meregistrasi layanan konten sendiri coba unreg bisa mohon bantuannya,positive
ini kenapa admin gabisa beli paketan,neutral
gimana sih beli kuota aplikasi gagal mulu,neutral
bisa ga kak,neutral
cek dm min beli kuota dial apk gak,positive
tolong dong beli paketan data ga mulu,neutral
pliss ojok kyok taek poo cok,negative
cek dm oi d sedot pulsa kuota,neutral
min buka dm oiiii,neutral
cek paket data,neutral
bentar coba dluu,neutral
halo yaa kemarin gagal beli kuota apk gagal,neutral
cek dm ya min,neutral
buset mahal bgt,negative
hi min down gimana siang gabisa connect internet,negative
sudah yah ka terimakasih fast responnya,positive
paket bundling dinonaktifkan mohon solusi beli paket paket utama dipakai unreg sms bisa unreg myim jg,neutral
ga dm masuk min,neutral
dear demi allah udah semingguan sinyal g tapi lemotnya lemot banget ga bisa akses instagram juga tolong diperbaiki jaringannya min besok saya udah aktif nge zoom kuliah soalnya hikss,negative
down kah min sinyal penuh e,negative
udah kak diunreg ternyata g deh,neutral
sore kak tolong cek dm terima kasih,positive
tanya gerai cibinong dimana yaa,neutral
tetep gabisa kak gmn ya,neutral
admin udah isi pulsa gagal nih beli paket kesalahan teknis mulu,negative
minsampai no hilang sinyalnyaini surabaya daerah rungkut ya nomor yg digit bisa dibantu,negative
min koneksinya inii,neutral
halo ganti nomor yg rusak gerai ribet banget ya ke gerai itc roxy mas disuruh membeli paket data gb gerai gedung disuruh beralih pasca bayar bulan boaya ribu cs merangkap sales gimana ya,positive
knp error ya pdhl kuota beli,negative
belum masuk min dmnya hikssss terimakasih min,positive
min nomor udah hangus diaktifkan galeri hangus lagi diaktifkan lagi makasih min,positive
tiap sisa segini gak dipake sih min,positive
ok min terimakasih bantuannya,positive
terima kasih min stlh byk percobaan,positive
knp ya mau pasang paket balesan nya kesalahan teknis mulu,negative
aku gagal trus,negative
ooy gimana beli paket internet proses statusnya,positive
jugaa udah dibales tapii belom,neutral
harus dm ya,neutral
bener bener super duper badmood wkwkw untung wow special concert dikit adem ni hati thank u udah ngadain acara special,positive
min barcode perdana esim gmana caranya ganti hape soalnnya,neutral
iya de btw dm twitter aktif ya,neutral
siapp min semangat masyun semoga acara berjalan dgn lancar sukses,positive
iya min insya allah kedepannya fansign,positive
setuju banget min,positive
dm ya sumpah gak bener sinyal,negative
kuota unlimited hariannya gimana kak gb kuota malam jam gb gb,positive
iyaa lumayan kak boothnya gitu,positive
kece bgt,positive
waw lebar banget aaaakkk,positive
setujuuuu bangetttt,positive
unlimited ngonten ribet terbatas bikin konten no drama no ribet lancar bikin konten dimanapun pakai unlimited harian plus,positive
pasang alarm kak biar ngga ketinggalan ya d tetap jaga kesehatan ya kak jangan lupa pakai mask,positive
internet udah kebutuhan primer yak mau banget kalo yg unlimited thanks yg bikin gampiiilll,positive
cant waittttt,positive
pasti min ayokk,positive
siap min tancapp gasss,positive
setujuuuu,positive
kalo bikin konten ranah digital pastinya butuh ide yg cemerlang eksekusi paripurna plusss koneksi internet yg lancar jaya thanks yg bikin gampiiilll,positive
setuju dongg,positive
wuhuwuhuh,positive
finally ketemu lagiiiii,positive
setuju ht nya apa mulai naikinnya jam min,neutral
setuju bangett,positive
see u soree,neutral
hallo min stop nih pesan gimana ganggu banget,neutral
setuju banget dan makasih banget udh bikin in konser masyun,positive
nonton bola siaran langsung ga jedanonton vidio pake akses stremingnya dijamin puas deh,positive
momong bayi enak tutorial internet banyak murattal mudah didapat sound bagus banyak kalau internet lancar ringan tugas kita,positive
udah rencana weekend ini gengs mending ikutan wow special concert kuy nonton rumah happynya,positive
gaes nonton wow special concert bareng pasang alarm ketinggalan ya,neutral
pagi fren kabar bahagia nih selamat opensignal terpilih global rising star salah operator telekomunikasi teratas dunia,positive
wow casbacknya yok ahh toupup dlu ovonya biar dapet bonusnya,positive
promo mantul beli paket data alfamart indomaret udah dapet bonus kuota berlimpah,positive
pas banget nih nonton streamingan bola cocok wajib nih,positive
wahhh lumayan nih dapet gb ngirit pengeluaran,positive
mantul dapet akses gratis vision terimakasih,positive
provider lu bobrok tai udah keluh kesah yg nanggepin bot pula isi pulsa rb habis cuman gara layanan glovinus gk lu tuh sms sampe sms anjir,negative
nunggu kode otp nomer banget,neutral
hai rima berhenti berlangganan layanan tsb sms unreg[spasi]mars kirim,negative
betul kaka,neutral
pagipagi tes kecepatan respon kamu eh dink cek kecepatan internet hehe area perumnas kepanjen nih,neutral
menggunakan sim card fisik yg gmn min apa nnti dikirim kerumah utk sim card fisiknya,positive
halo min melebihi pemakaian batas kuota wajar utk aplikasi sosmed ig twitter dll,positive
hmm sorry min utk buka link nya aja loading bgtt result nya begini udh coba x,positive
kak coba restart ulang,neutral
sinyalnya bagus bgt lo dirumahku yg terbilang sgt pelosok xixii,positive
kakak rumahnya daerah mana daerahku aman pol yaah,positive
beli paket data dana tulisannya order proses ya atau kendala sudah pagi,neutral
coba restart hpnya kak,neutral
keren ya pakai,positive
sinyalnya ngebug ya pak,neutral
min bedanya unlimited nonstop apaya,positive
min tlg cek id tdk jaringan internet,negative
internet error ya tolong tweet direspon,negative
mohon area pondok cabe stabil kedepan anak anak penilaian akhir semester proses ujiannya berjalan lancar harapan orang tua putra putrinya,positive
maaf problem jaringan selesainya makasih,positive
ganti paket min dan matikan addon,positive
oke min takutnya kuota kartu abis tinggal gb,positive
tolong internet mati lg nugas besok pagi butuh internet nge youtube nomer pelanggan,positive
minggu x jaringam koneksi bagaiaman ini,negative
lalu diperpanjang biaya berapa,neutral
gabisa dm min,neutral
